,appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,price_range
914,281410,Ubersoldier II,2014-03-25,1,Burut CT,Strategy First,windows,0,Single-player,Action,Action;FPS;World War II,0,253,95,0,0,100000-200000,6.99,na
915,281430,Clans,2014-03-13,1,Computerhouse,Strategy First,windows,0,Single-player,RPG,RPG;Old School;Isometric,0,72,44,0,0,20000-50000,1.99,na
916,281450,Disciples Sacred Lands Gold,2014-10-07,1,Strategy First,Strategy First,windows,0,Single-player,Strategy,Strategy;Turn-Based;Fantasy,0,107,26,0,0,50000-100000,5.59,na
917,281560,D.W.A.R.F.S.,2014-03-20,1,ZSK Progres s.c.,Strategy First,windows,0,Single-player,Adventure,Adventure;Puzzle,0,8,7,0,0,0-20000,4.79,na
918,281580,Wings Over Europe,2014-05-30,1,Third Wire Productions,Strategy First,windows,0,Single-player,Simulation,Simulation;Flight,0,44,34,0,0,20000-50000,6.99,na
919,281610,Homeworld: Deserts of Kharak,2016-01-20,1,Blackbird Interactive,Gearbox Publishing,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,48,2734,743,26,26,200000-500000,29.99,na
920,281840,4PM,2014-07-09,1,Bojan Brbora,4PM GAME,windows;mac,0,Single-player,Indie,Indie;Walking Simulator;Female Protagonist,0,74,155,0,0,0-20000,1.99,na
921,282210,Sid Meier's Starships,2015-03-12,1,Firaxis Games,2K,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Strategy,Strategy;Space;Turn-Based Strategy,31,881,1071,0,0,200000-500000,10.99,na
922,282440,Quake Live™,2014-09-17,1,id Software,Bethesda Softworks,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Action,FPS;Multiplayer;Arena Shooter,58,10227,1956,1265,1263,2000000-5000000,6.99,na
923,282660,Easy™ eSports,2015-09-10,1,EasyAntiCheat Ltd,EasyAntiCheat Ltd,windows,0,Multi-player;Cross-Platform Multiplayer,Utilities,Utilities;Free to Play,0,1996,875,128,66,500000-1000000,0.0,na
924,283310,Soulbringer,2014-03-13,1,Infogames Europe SA,Funbox Media Ltd,windows,0,Single-player,RPG,RPG;Fantasy;Retro,0,99,80,0,0,200000-500000,2.09,na
925,283330,Desert Thunder,2014-03-19,1,Brainbox Games;Hip Games,Funbox Media Ltd,windows,0,Single-player,Action,Action;Tanks,0,80,139,0,0,100000-200000,2.09,na
926,283350,Eurofighter Typhoon,2014-05-02,1,Rage Software,Funbox Media Ltd,windows,0,Single-player,Action,Action;Flight;Simulation,0,46,148,0,0,200000-500000,2.09,na
927,283370,Marine Sharpshooter II: Jungle Warfare,2014-04-03,1,Jarhead Games,Funbox Media Ltd,windows,0,Single-player,Action,Action;FPS;Sniper,0,171,364,0,0,100000-200000,2.09,na
928,283390,Incoming Forces,2014-03-06,1,Rage Software,Funbox Media Ltd,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action,Action;Shooter;Sci-fi,0,155,125,204,217,200000-500000,2.09,na
929,283410,CT Special Forces: Fire for Effect,2014-03-13,1,Asobo Studio;Hip Games,Funbox Media Ltd,windows,0,Single-player;Steam Cloud,Action,Action;Shooter;Third-Person Shooter,0,101,91,0,0,100000-200000,2.09,na
930,283450,Zooloretto,2014-04-03,1,Witan Game Production House,Zooloretto,windows,0,Single-player;Multi-player;Steam Trading Cards,Casual,Casual;Board Game,0,31,17,0,0,0-20000,2.09,na
931,283470,The Secret Of Hildegards,2014-03-27,1,Komar Games,Libredia,windows,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,9,35,0,0,0-20000,2.09,na
932,283490,IHF Handball Challenge 12,2014-03-21,1,Neutron Games,Libredia,windows,0,Single-player;Multi-player;Co-op,Sports,Sports,0,43,29,0,0,0-20000,2.09,na
933,283560,Munich Bus Simulator,2014-04-07,1,TML-Studios,Aerosoft GmbH,windows,0,Single-player,Simulation,Simulation;Driving;Realistic,0,74,94,0,0,20000-50000,13.5,na
934,283580,New York Bus Simulator,2014-08-06,1,TML-Studios,Aerosoft GmbH,windows,0,Single-player,Simulation,Simulation;Masterpiece;Driving,0,29,35,0,0,0-20000,8.99,na
935,283600,World of Subways 2 – Berlin Line 7,2014-06-12,1,TML-Studios,Aerosoft GmbH,windows,0,Single-player,Simulation,Simulation;Trains,0,78,37,0,0,20000-50000,8.99,na
936,283620,World of Subways 3 – London Underground Circle Line,2014-05-12,1,TML-Studios,Aerosoft GmbH,windows,0,Single-player,Simulation,Simulation;Trains;Realistic,0,233,93,0,0,100000-200000,13.5,na
937,284050,Sanitarium,2014-10-29,1,DotEmu;DreamForge Intertainment,DotEmu,windows,16,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure;Point & Click;Horror,20,319,17,0,0,20000-50000,6.99,na
938,284260,PANORAMICAL,2015-09-17,1,Fernando Ramallo;David Kanaga,Finji,windows;mac,0,Single-player;Full controller support;Steam Cloud,Indie,Indie;Atmospheric;Experimental,0,153,18,0,0,0-20000,6.99,na
939,284850,Grim Legends: The Forsaken Bride,2014-08-21,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Hidden Object;Point & Click;Casual,24,878,39,146,146,100000-200000,6.99,na
940,285480,The Entente Gold,2014-06-16,1,Lesta Studio,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Strategy,Strategy;World War I;RTS,0,213,280,259,259,50000-100000,1.59,na
941,286120,QuestRun,2014-04-18,1,Cuve Games,Digerati Distribution,windows;mac,0,Single-player;Steam Achievements;Stats,RPG,RPG;Casual;Indie,13,419,355,365,486,200000-500000,2.09,na
942,286220,Pier Solar and the Great Architects,2014-09-29,1,WaterMelon,WaterMelon,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,RPG,RPG;JRPG;Turn-Based,38,60,40,0,0,50000-100000,10.99,na
943,286260,fault - milestone one,2014-12-15,1,ALICE IN DISSONANCE,Sekai Project,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Visual Novel;Anime;Female Protagonist,12,2436,164,367,613,200000-500000,10.99,na
944,286300,Algo Bot,2018-02-14,1,Fishing Cactus,Plug In Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Programming,19,51,5,0,0,0-20000,7.19,na
945,286460,Black Mirror II,2014-04-02,1,Cranberry Production,THQ Nordic,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Horror,0,250,26,0,0,50000-100000,6.99,na
946,286480,Black Mirror III,2014-04-03,1,Cranberry Production,THQ Nordic,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Horror,0,189,22,0,0,50000-100000,6.99,na
947,286540,Nearwood - Collector's Edition,2014-04-16,1,MagicIndie,Viva Media,windows,0,Single-player,Adventure,Adventure;Hidden Object;Puzzle,0,214,21,75,75,20000-50000,6.99,na
948,286690,Metro 2033 Redux,2014-08-27,1,4A Games,Deep Silver,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Post-apocalyptic;Atmospheric;FPS,49,28179,7313,434,350,2000000-5000000,14.99,na
949,286770,Shadow Ops: Red Mercury,2014-07-02,1,Zombie Studios,Retroism,windows,0,Single-player;Multi-player,Action,Action;FPS;First-Person,0,138,29,0,0,20000-50000,4.99,na
950,286790,Falcon A.T.,2016-01-08,1,Spectrum Holobyte,Retroism,windows,0,Single-player,Simulation,Simulation;Flight,0,5,1,0,0,0-20000,4.99,na
951,287020,Harvester,2014-04-04,1,DigiFX Interactive,Nightdive Studios,windows;linux,0,Single-player;Steam Trading Cards,Adventure,Horror;Adventure;FMV,0,571,54,6,6,50000-100000,4.79,na
952,287070,Battle Academy,2014-04-16,1,Slitherine Ltd.,Slitherine Ltd.,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Includes level editor,Strategy,Strategy;World War II;Turn-Based Strategy,0,129,23,205,205,20000-50000,10.99,na
953,287260,Toybox Turbos,2014-11-11,1,Codemasters,Codemasters,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Steam Leaderboards,Racing,Racing;Multiplayer;Local Multiplayer,16,889,160,221,221,100000-200000,11.99,na
954,287390,Metro: Last Light Redux,2014-08-27,1,4A Games,Deep Silver,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Post-apocalyptic;Atmospheric;FPS,49,23483,5874,363,328,2000000-5000000,14.99,na
955,287780,Derrick the Deathfin,2014-06-16,1,different cloth,different cloth,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Indie,Indie;Underwater;Platformer,14,16,7,0,0,0-20000,5.59,na
956,287900,Pro Pinball Ultra,2016-07-21,1,Barnstorm Games,Barnstorm Games,windows;mac;linux,0,Single-player;Partial Controller Support,Simulation,Simulation;Pinball;Arcade,0,117,25,0,0,0-20000,9.99,na
957,288100,MechRunner,2016-07-15,1,Spark Plug Games,Spark Plug Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action,Action;Sci-fi;Mechs,26,11,9,0,0,0-20000,5.19,na
958,288470,Fable Anniversary,2014-09-12,1,Lionhead Studios,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,RPG,RPG;Classic;Adventure,50,4036,1119,708,1052,500000-1000000,26.99,na
959,288610,Kingdom Tales 2,2014-08-07,1,Cateia Games,Libredia Entertainment,windows;mac,0,Single-player,Casual,Time Management;Resource Management;Strategy,0,6,4,0,0,0-20000,4.99,na
960,288650,HTR+ Slot Car Simulation,2014-05-29,1,QUByte Interactive,Libredia Entertainment,windows;mac,0,Single-player;Partial Controller Support,Racing,Racing;Simulation,0,28,18,0,0,50000-100000,4.99,na
961,288690,Sudokuball Detective,2014-05-15,1,Witan Entertainment,Libredia,windows,0,Single-player,Casual,Casual;Puzzle,0,5,13,0,0,0-20000,2.09,na
962,288790,White Haven Mysteries,2014-04-17,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,40,34,0,0,0-20000,3.99,na
963,288830,Voodoo Whisperer Curse of a Legend,2014-04-08,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,40,31,0,0,0-20000,3.99,na
964,288840,Haunted Past: Realm of Ghosts,2014-04-10,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Casual,0,79,16,0,0,0-20000,3.99,na
965,288970,Dark Lore Mysteries: The Hunt For Truth,2014-04-08,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,31,20,0,0,0-20000,3.99,na
966,289050,Shannon Tweed's Attack Of The Groupies,2014-04-01,1,Gogii Games,Strategy First,windows,0,Single-player,Casual,Casual;Female Protagonist;Tower Defense,0,23,24,0,0,0-20000,3.99,na
967,289070,Sid Meier’s Civilization® VI,2016-10-20,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Strategy,Strategy;Turn-Based Strategy;Historical,241,39127,18325,3371,2390,2000000-5000000,49.99,na
968,289240,Perimeter: Emperor's Testament,2014-05-22,1,K-D Lab,1C Entertainment,windows,0,Single-player;Multi-player;Steam Cloud,Strategy,Strategy;RTS;Sci-fi,0,10,7,0,0,20000-50000,2.79,na
969,289260,Dreamscapes: The Sandman - Premium Edition,2014-04-16,1,Shaman Games Studio,1C Entertainment;Playrix,windows,0,Single-player,Adventure,Adventure;Point & Click;Puzzle,0,117,25,0,0,50000-100000,4.99,na
970,289280,El Matador,2014-04-03,1,Plastic Reality Technologies,1C Entertainment,windows,0,Single-player,Action,Action;Third Person;Bullet Time,0,140,72,0,0,20000-50000,2.79,na
971,289340,Freight Tycoon Inc.,2014-04-03,1,Nikita,1C Entertainment,windows,0,Single-player;Steam Cloud,Strategy,Strategy;Simulation;Management,0,139,87,0,0,20000-50000,3.99,na
972,289360,Konung 2,2014-04-23,1,1C Entertainment,1C Entertainment,windows,0,Single-player;Steam Cloud,RPG,RPG;Isometric;Fantasy,0,77,14,0,0,50000-100000,1.99,na
973,289380,Konung 3: Ties of the Dynasty,2014-04-03,1,1C Entertainment,1C Entertainment,windows,0,Single-player;Steam Cloud,RPG,RPG,0,33,21,0,0,20000-50000,1.99,na
974,289420,Planet Alcatraz,2014-04-16,1,1C Entertainment,1C Entertainment,windows,0,Single-player;Steam Trading Cards;Steam Cloud,RPG,RPG;Isometric;Atmospheric,0,230,41,271,271,20000-50000,2.79,na
975,289440,Perimeter,2014-04-03,1,K-D Lab,1C Entertainment,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;RTS;Sci-fi,0,87,21,243,257,50000-100000,2.79,na
976,289500,UFO: Aftershock,2014-04-16,1,ALTAR Interactive,1C Entertainment,windows,0,Single-player;Steam Cloud,Strategy,Strategy;Tactical;Sci-fi,0,72,31,0,0,50000-100000,2.79,na
977,289580,Aggression: Europe Under Fire,2014-04-09,1,Lesta Studio,Buka Entertainment,windows,0,Single-player,Strategy,Strategy;RTS;World War I,0,41,35,0,0,0-20000,6.99,na
978,290260,Sokobond,2014-07-21,1,Alan Hazelden;Lee Shang Lun,Draknek,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,Indie;Puzzle;Sokoban,8,289,24,28,28,20000-50000,6.99,na
979,290790,Grey Goo,2015-01-23,1,Petroglyph,Grey Box,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Strategy,Strategy;RTS;Sci-fi,35,2342,1117,434,474,200000-500000,22.99,na
980,291610,Growing Pains,2014-05-28,1,Smudged Cat Games Ltd,Smudged Cat Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Platformer,9,17,7,0,0,0-20000,3.49,na
981,291630,Mirror Mysteries,2014-04-10,1,Easy Co,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,164,48,0,0,20000-50000,3.99,na
982,291640,Mirror Mysteries 2,2014-04-10,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Casual,0,38,26,0,0,0-20000,3.99,na
983,291650,Pillars of Eternity,2015-03-26,1,Obsidian Entertainment,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,RPG,RPG;Fantasy;Isometric,48,11558,1835,1710,2177,1000000-2000000,22.99,na
984,292030,The Witcher® 3: Wild Hunt,2015-05-18,1,CD PROJEKT RED,CD PROJEKT RED,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,Open World;RPG;Story Rich,78,202930,4798,3068,2002,5000000-10000000,24.99,na
985,292060,Titanfall - The Final Hours,2014-04-16,1,Geoff Keighley,Geoff Keighley,windows,0,Single-player,Action,Documentary;Action;FPS,0,94,202,0,0,20000-50000,1.59,na
986,292090,Rube Works: The Official Rube Goldberg Invention Game,2014-04-22,1,"Electric Eggplant;Kalani Games, Inc.;HRG (Heirs of Rube Goldberg);Unity Games",Electric Eggplant,windows;mac;linux,0,Single-player;Steam Achievements,Casual,Casual;Puzzle,25,16,4,0,0,0-20000,3.29,na
987,292120,FINAL FANTASY® XIII,2014-10-09,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Linear;RPG,35,7016,2769,1497,1797,500000-1000000,10.99,na
988,292140,FINAL FANTASY® XIII-2,2014-12-11,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Fantasy,31,1843,1199,713,1409,200000-500000,12.99,na
989,292160,UFO: Aftermath,2014-04-23,1,Altar Interactive,1C Entertainment,windows,0,Single-player;Steam Cloud,Strategy,Strategy;Tactical;Aliens,0,100,32,0,0,50000-100000,2.79,na
990,292390,Realms of the Haunting,2014-04-24,1,Gremlin Interactive,Funbox Media Ltd,windows,0,Single-player,Action,Action;Horror;FMV,0,287,97,32,32,200000-500000,2.09,na
991,292410,Street Racing Syndicate,2014-04-24,1,Eutechnyx,Funbox Media Ltd,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Racing,Racing;Open World;Driving,0,1886,420,198,205,500000-1000000,2.09,na
992,292620,Pressured,2014-07-18,1,Paul Marrable,KISS ltd,windows,0,Single-player;Steam Trading Cards,Indie,Indie;Puzzle;Casual,0,264,257,189,203,200000-500000,1.99,na
993,292660,Princess Isabella,2014-04-15,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Puzzle,0,67,23,0,0,0-20000,3.99,na
994,292670,Princess Isabella - Return of the Curse,2014-04-15,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,50,12,0,0,0-20000,3.99,na
995,292760,Rise of Prussia Gold,2014-05-07,1,Ageod,Slitherine Ltd.,windows,0,Single-player;Multi-player,Strategy,Strategy;Historical;Wargame,0,18,6,71,71,0-20000,14.99,na
996,292840,Pajama Sam's Sock Works,2014-06-06,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Puzzle,0,30,2,0,0,20000-50000,3.99,na
997,292860,Pajama Sam's Lost & Found,2014-06-06,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Adventure,0,17,6,0,0,20000-50000,3.99,na
998,292880,Robin's Quest,2014-04-17,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,74,11,0,0,0-20000,3.99,na
999,292910,Deponia: The Complete Journey,2014-07-08,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Point & Click;Comedy,105,2552,359,262,262,500000-1000000,25.99,na
1000,292930,Black Mirror I,2014-06-17,1,Future Games;Unknown Identity,THQ Nordic,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Mystery,0,468,135,3,3,100000-200000,6.99,na
1001,292990,NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),2014-08-01,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Strategy,Strategy;Historical,0,413,74,0,0,20000-50000,17.99,na
1002,293740,Road Not Taken,2014-08-05,1,Spry Fox LLC,Spry Fox LLC,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Puzzle;Indie;Rogue-like,20,250,50,0,0,20000-50000,10.99,na
1003,294390,Escape The Lost Kingdom: The Forgotten Pharaoh,2014-04-29,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,35,34,0,0,0-20000,3.99,na
1004,294720,Putt-Putt® and Fatty Bear's Activity Pack,2014-05-15,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Point & Click,0,46,9,0,0,20000-50000,3.99,na
1005,294810,BlazBlue: Continuum Shift Extend,2014-12-11,1,Arc System Works,"H2 Interactive Co., Ltd.",windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Fighting;Anime;2D Fighter,50,998,88,167,167,100000-200000,14.99,na
1006,295750,The Floor is Jelly,2014-05-30,1,Ian Snyder,Ian Snyder,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie,Indie;Platformer;Puzzle,7,301,68,0,0,20000-50000,6.99,na
1007,295770,Rogue Shooter: The FPS Roguelike,2014-04-24,1,Hippomancer,Hippomancer,windows,0,Single-player,Action,Rogue-like;FPS;Action,0,257,85,0,0,20000-50000,3.99,na
1008,295990,Evopollution,2014-04-23,1,Atapki,Atapki,windows,0,Single-player;Steam Trading Cards,Strategy,Strategy;Indie;Simulation,0,36,88,0,0,0-20000,3.99,na
1009,296530,Coldfire Keep,2014-05-09,1,Steve Jarman,Steve Jarman,windows;mac,0,Single-player,RPG,RPG;Dungeon Crawler;First-Person,0,37,61,0,0,20000-50000,2.89,na
1010,296570,Lords of Xulima,2014-11-14,1,Numantian Games,Numantian Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,RPG,RPG;Turn-Based;Indie,15,770,160,0,0,50000-100000,14.99,na
1011,296710,Monstrum,2015-05-20,1,Team Junkfish,Junkfish Limited,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;VR Support,Indie,Horror;Survival Horror;Indie,16,1451,167,418,418,100000-200000,11.99,na
1012,296770,Real Boxing™,2014-07-02,1,Vivid Games S.A.,Vivid Games S.A.,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Sports,Sports;Fighting;Simulation,11,659,408,309,442,100000-200000,3.99,na
1013,296890,Neon Shadow,2016-08-25,1,Tasty Poison,Crescent Moon Games,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;VR Support;Partial Controller Support,Action,Action;FPS;Shooter,0,46,10,0,0,0-20000,3.99,na
1014,297070,Nicolas Eymerich The Inquisitor Book II : The Village,2015-01-22,1,TiconBlu,Microids Indie,windows;mac,0,Single-player,Adventure,Adventure;Point & Click,0,14,11,0,0,0-20000,6.99,na
1015,297490,Spy Chameleon - RGB Agent,2014-06-11,1,Unfinished Pixel,Unfinished Pixel,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie;Stealth;Puzzle,30,244,31,0,0,20000-50000,3.99,na
1016,297570,Warrior Kings,2014-04-24,1,Black Cactus,Strategy First,windows,0,Single-player,Strategy,Strategy;RTS;Fantasy,0,40,22,0,0,0-20000,6.99,na
1017,297620,Rocko's Quest,2014-04-24,1,Revistronic,Revistronic,windows,0,Single-player,Action,Action;Adventure,0,30,17,0,0,0-20000,3.99,na
1018,298020,Escape The Museum,2014-04-29,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,17,25,0,0,0-20000,3.99,na
1019,298030,Total Annihilation,2015-12-18,1,Cavedog Entertainment,Wargaming.net,windows,0,Single-player;Multi-player,Strategy,Strategy;Classic;RTS,0,1274,56,0,0,100000-200000,3.99,na
1020,298050,Master of Orion,2016-08-25,1,NGD Studios,Wargaming Labs,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Strategy,Strategy;Space;Turn-Based,102,2961,1290,0,0,200000-500000,22.99,na
1021,298420,Dreii,2016-02-02,1,Etter Studio,Etter Studio,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud,Indie,Indie;Puzzle,11,11,3,0,0,0-20000,4.79,na
1022,299020,Runaway Express Mystery,2014-09-23,1,Icarus Games,Libredia,windows,0,Single-player,Casual,Casual;Hidden Object;Point & Click,0,24,10,0,0,0-20000,4.99,na
1023,299070,Warrior Kings: Battles,2014-05-06,1,Black Cactus,Strategy First,windows,0,Single-player,Strategy,Strategy;RTS;Fantasy,0,106,9,0,0,0-20000,6.99,na
1024,299100,Back To Life 2,2014-05-06,1,Carlo D'Apostoli Projects,Strategy First,windows,0,Single-player,Indie,Indie,0,1,5,0,0,0-20000,3.99,na
1025,299110,Theatre Of The Absurd,2014-05-08,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,143,34,0,0,20000-50000,3.99,na
1026,299150,Empress Of The Deep,2014-05-08,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,67,32,0,0,0-20000,3.99,na
1027,299160,Empress Of The Deep 2: Song Of The Blue Whale,2014-05-08,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Casual,0,53,12,0,0,0-20000,3.99,na
1028,299170,Vault Cracker,2014-05-15,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Point & Click,0,12,19,0,0,0-20000,3.99,na
1029,299180,Millionaire Manor,2014-05-15,1,Gogii Games,Strategy First,windows,0,Single-player,Adventure,Adventure;Hidden Object;Puzzle,0,39,34,0,0,20000-50000,3.99,na
1030,299250,European Ship Simulator,2016-11-04,1,Excalibur,Excalibur Publishing,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation,Simulation;Open World;Singleplayer,19,221,316,0,0,50000-100000,14.99,na
1031,300320,The Few,2014-06-18,1,BlackMoon Design,BlackMoon Design ,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy,Strategy;World War II,10,86,70,0,0,20000-50000,5.59,na
1032,300400,Unpossible,2015-07-03,1,"Acceleroto, Inc.","Acceleroto, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Racing,Racing;Fast-Paced;Arcade,15,89,13,28,28,0-20000,1.99,na
1033,300510,Them - The Summoning,2014-05-16,1,Gamatic,United Independent Entertainment GmbH,windows,0,Single-player,Casual,Casual;Hidden Object;Point & Click,0,11,31,0,0,0-20000,3.99,na
1034,300900,Hippocampal: The White Sofa,2014-05-27,1,Freegamer,Strategy First,windows,0,Single-player,Indie,Indie;Walking Simulator,0,37,65,0,0,0-20000,3.99,na
1035,300910,Monster Challenge Circus,2014-05-15,1,Freegamer,Strategy First,windows,0,Single-player,Action,Action,0,6,22,0,0,0-20000,3.99,na
1036,301640,Zombie Army Trilogy,2015-03-06,1,Rebellion,Rebellion,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Zombies;Action;Co-op,68,8472,1330,400,381,500000-1000000,29.99,na
1037,301670,Salammbô: Battle for Carthage,2014-05-30,1,Cryo Interactive,Microids,windows,0,Single-player,Adventure,Adventure;Point & Click,0,38,8,0,0,20000-50000,3.99,na
1038,301690,Cobi Treasure Deluxe,2014-05-23,1,Cobra Mobile,KISS ltd,windows,0,Single-player,Casual,Casual;Match 3;Puzzle,0,174,162,0,0,200000-500000,1.99,na
1039,301700,Numba Deluxe,2014-05-23,1,Cobra Mobile,KISS ltd,windows,0,Single-player,Casual,Casual;Puzzle,0,146,82,1,1,200000-500000,1.99,na
1040,301910,Saints Row: Gat out of Hell,2015-01-22,1,Deep Silver Volition;High Voltage Software,Deep Silver,windows;linux,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Open World;Comedy,45,5203,1843,180,161,500000-1000000,10.99,na
